id,req_id,func_id,status,dept_id,details,quantity,return_q,due,responsible_id,inserted_at,updated_at
22919,755,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22918,755,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22917,755,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22916,755,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22915,755,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22914,755,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22913,755,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22912,755,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22911,755,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22910,755,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22909,755,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22908,755,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22907,755,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22906,755,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22905,755,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22904,755,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-08-12 11:23:36","0000-00-00 00:00:00"
22903,754,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22902,754,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22901,754,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22900,754,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22899,754,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22898,754,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22897,754,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22896,754,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22895,754,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22894,754,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22893,754,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22892,754,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22891,754,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22890,754,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22889,754,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22888,754,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22887,754,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22886,754,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22885,754,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22884,754,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22883,754,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22882,754,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22881,754,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22880,754,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22879,754,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22878,754,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22877,754,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22876,754,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22875,754,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22874,754,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-08-12 11:15:09","0000-00-00 00:00:00"
22873,753,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22872,753,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22871,753,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22870,753,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22869,753,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22868,753,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22867,753,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22866,753,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22865,753,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22864,753,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22863,753,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22862,753,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22861,753,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22860,753,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22859,753,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22858,753,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22857,753,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22856,753,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22855,753,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22854,753,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22853,753,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22852,753,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22851,753,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22850,753,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22849,753,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22848,753,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22847,753,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22846,753,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22845,753,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22844,753,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-31 16:58:54","0000-00-00 00:00:00"
22843,752,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22842,752,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22841,752,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22840,752,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22839,752,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22838,752,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22837,752,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22836,752,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22835,752,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22834,752,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22833,752,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22832,752,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22831,752,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22830,752,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22829,752,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22828,752,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22827,752,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22826,752,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22825,752,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22824,752,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22823,752,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22822,752,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22821,752,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22820,752,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22819,752,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22818,752,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22817,752,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22816,752,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22815,752,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-25 14:46:44","0000-00-00 00:00:00"
22814,752,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-25 14:46:43","0000-00-00 00:00:00"
22813,751,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22812,751,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22811,751,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22810,751,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22809,751,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22808,751,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22807,751,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22806,751,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22805,751,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22804,751,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22803,751,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22802,751,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22801,751,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22800,751,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22799,751,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22798,751,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22797,751,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22796,751,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22795,751,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22794,751,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22793,751,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22792,751,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22791,751,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22790,751,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22789,751,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22788,751,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22787,751,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22786,751,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22785,751,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22784,751,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-16 13:58:38","0000-00-00 00:00:00"
22783,750,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22782,750,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22781,750,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22780,750,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22779,750,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22778,750,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22777,750,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22776,750,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22775,750,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22774,750,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22773,750,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22772,750,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22771,750,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22770,750,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22769,750,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22768,750,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22767,750,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22766,750,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22765,750,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22764,750,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22763,750,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22762,750,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22761,750,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22760,750,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22759,750,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22758,750,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22757,750,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22756,750,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22755,750,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22754,750,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-16 13:58:17","0000-00-00 00:00:00"
22753,749,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22752,749,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22751,749,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22750,749,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22749,749,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22748,749,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22747,749,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22746,749,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22745,749,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22744,749,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22743,749,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22742,749,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22741,749,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22740,749,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22739,749,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22738,749,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22737,749,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22736,749,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22735,749,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22734,749,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22733,749,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22732,749,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22731,749,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22730,749,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22729,749,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22728,749,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22727,749,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22726,749,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22725,749,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22724,749,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-11 17:00:46","0000-00-00 00:00:00"
22723,748,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22722,748,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22721,748,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22720,748,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22719,748,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22718,748,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22717,748,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22716,748,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22715,748,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22714,748,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22713,748,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22712,748,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22711,748,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22710,748,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22709,748,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22708,748,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22707,748,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22706,748,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22705,748,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22704,748,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22703,748,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22702,748,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22701,748,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22700,748,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22699,748,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22698,748,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22697,748,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22696,748,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22695,748,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22694,748,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2024-07-10 10:42:35","0000-00-00 00:00:00"
22693,747,38,1,NULL,NULL,NULL,0,NULL,02-0800,"2024-07-04 17:40:54","0000-00-00 00:00:00"
22692,747,71,1,NULL,NULL,NULL,0,NULL,02-2014,"2024-07-04 17:40:54","0000-00-00 00:00:00"
22691,747,13,1,NULL,NULL,NULL,0,NULL,02-2379,"2024-07-04 17:40:54","0000-00-00 00:00:00"
22690,747,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2024-07-04 17:40:54","0000-00-00 00:00:00"
22689,747,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2024-07-04 17:40:54","0000-00-00 00:00:00"
22688,747,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2024-07-04 17:40:54","0000-00-00 00:00:00"
