id,req_id,func_id,status,dept_id,details,quantity,return_q,due,responsible_id,inserted_at,updated_at
19472,641,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19471,641,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19470,641,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19469,641,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19468,641,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19467,641,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19466,641,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19465,641,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19464,641,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19463,641,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19462,641,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19461,641,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19460,641,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19459,641,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19458,641,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19457,641,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19456,641,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19455,641,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19454,641,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-18 15:09:31","0000-00-00 00:00:00"
19453,640,13,1,NULL,NULL,NULL,0,NULL,02-2206,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19452,640,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19451,640,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19450,640,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19449,640,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19448,640,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19447,640,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19446,640,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19445,640,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19444,640,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19443,640,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19442,640,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19441,640,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19440,640,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19439,640,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19438,640,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19437,640,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19436,640,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19435,640,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19434,640,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19433,640,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19432,640,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19431,640,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19430,640,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19429,640,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19428,640,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19427,640,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19426,640,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19425,640,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19424,640,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-14 16:34:53","0000-00-00 00:00:00"
19423,639,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19422,639,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19421,639,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19420,639,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19419,639,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19418,639,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19417,639,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19416,639,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19415,639,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19414,639,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19413,639,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19412,639,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19411,639,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19410,639,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19409,639,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19408,639,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19407,639,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19406,639,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19405,639,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19404,639,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19403,639,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19402,639,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19401,639,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19400,639,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19399,639,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19398,639,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19397,639,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19396,639,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19395,639,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-10 13:43:50","0000-00-00 00:00:00"
19394,638,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19393,638,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19392,638,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19391,638,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19390,638,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19389,638,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19388,638,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19387,638,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19386,638,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19385,638,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19384,638,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19383,638,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19382,638,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19381,638,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19380,638,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19379,638,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19378,638,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19377,638,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19376,638,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19375,638,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19374,638,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19373,638,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19372,638,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19371,638,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19370,638,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19369,638,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19368,638,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19367,638,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19366,638,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-10 10:28:22","0000-00-00 00:00:00"
19365,637,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19364,637,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19363,637,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19362,637,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19361,637,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19360,637,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19359,637,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19358,637,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19357,637,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19356,637,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19355,637,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19354,637,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19353,637,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19352,637,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19351,637,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19350,637,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19349,637,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19348,637,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19347,637,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19346,637,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19345,637,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19344,637,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19343,637,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19342,637,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19341,637,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19340,637,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19339,637,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19338,637,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19337,637,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-07 11:55:03","0000-00-00 00:00:00"
19336,636,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19335,636,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19334,636,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19333,636,117,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19332,636,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19331,636,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19330,636,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19329,636,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19328,636,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19327,636,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19326,636,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19325,636,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19324,636,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19323,636,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19322,636,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19321,636,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19320,636,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19319,636,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19318,636,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19317,636,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19316,636,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19315,636,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19314,636,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19313,636,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19312,636,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19311,636,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19310,636,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19309,636,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19308,636,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19307,636,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-05 10:52:16","0000-00-00 00:00:00"
19306,635,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19305,635,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19304,635,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19303,635,117,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19302,635,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19301,635,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19300,635,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19299,635,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19298,635,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19297,635,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19296,635,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19295,635,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19294,635,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19293,635,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19292,635,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19291,635,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19290,635,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19289,635,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19288,635,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19287,635,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19286,635,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19285,635,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19284,635,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19283,635,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19282,635,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19281,635,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19280,635,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19279,635,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19278,635,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19277,635,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-09-05 10:49:49","0000-00-00 00:00:00"
19276,634,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19275,634,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19274,634,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19273,634,117,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19272,634,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19271,634,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19270,634,73,1,NULL,NULL,NULL,0,NULL,02-0402,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19269,634,102,1,NULL,NULL,NULL,0,NULL,02-0029,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19268,634,95,1,NULL,NULL,NULL,0,NULL,02-0103,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19267,634,60,1,NULL,NULL,NULL,0,NULL,02-1738,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19266,634,91,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19265,634,89,1,NULL,NULL,NULL,0,NULL,02-0146,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19264,634,86,1,NULL,NULL,NULL,0,NULL,02-1626,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19263,634,87,1,NULL,NULL,NULL,0,NULL,02-1409,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19262,634,79,1,NULL,NULL,NULL,0,NULL,02-0336,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19261,634,5,1,NULL,NULL,NULL,0,NULL,02-0689,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19260,634,61,1,NULL,NULL,NULL,0,NULL,02-0444,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19259,634,69,1,NULL,NULL,NULL,0,NULL,02-0052,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19258,634,74,1,NULL,NULL,NULL,0,NULL,02-0300,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19257,634,72,1,NULL,NULL,NULL,0,NULL,02-0767,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19256,634,58,1,NULL,NULL,NULL,0,NULL,02-0086,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19255,634,14,1,NULL,NULL,NULL,0,NULL,02-0169,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19254,634,32,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19253,634,18,1,NULL,NULL,NULL,0,NULL,02-0800,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19252,634,29,1,NULL,NULL,NULL,0,NULL,02-0996,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19251,634,19,1,NULL,NULL,NULL,0,NULL,02-0082,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19250,634,42,1,NULL,NULL,NULL,0,NULL,02-0994,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19249,634,38,1,NULL,NULL,NULL,0,NULL,02-0846,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19248,634,34,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19247,634,16,1,NULL,NULL,NULL,0,NULL,02-1037,"2023-08-28 16:34:24","0000-00-00 00:00:00"
19246,633,71,1,NULL,NULL,NULL,0,NULL,02-2253,"2023-08-28 15:35:51","0000-00-00 00:00:00"
19245,633,13,1,NULL,NULL,NULL,0,NULL,02-1642,"2023-08-28 15:35:51","0000-00-00 00:00:00"
19244,633,83,1,NULL,NULL,NULL,0,NULL,02-0854,"2023-08-28 15:35:51","0000-00-00 00:00:00"
19243,633,117,1,NULL,NULL,NULL,0,NULL,02-0047,"2023-08-28 15:35:51","0000-00-00 00:00:00"
19242,633,56,1,NULL,NULL,NULL,0,NULL,02-0166,"2023-08-28 15:35:51","0000-00-00 00:00:00"
19241,633,88,1,NULL,NULL,NULL,0,NULL,02-0174,"2023-08-28 15:35:51","0000-00-00 00:00:00"
